date;state;city;place_type;confirmed;deaths;order_for_place;is_last;estimated_population_2019;estimated_population;city_ibge_code;confirmed_per_100k_inhabitants;death_rate;country;state_name
2021-09-16;CE;Cascavel;city;6332;157;464;True;71743.0;72232.0;2303501.0;8766.19781;0.0248;Brazil;Ceará
2021-09-16;CE;Catarina;city;848;18;465;True;20698.0;20871.0;2303600.0;4063.054;0.0212;Brazil;Ceará
2021-09-16;CE;Catunda;city;1450;17;434;True;10342.0;10376.0;2303659.0;13974.55667;0.0117;Brazil;Ceará
2021-09-16;CE;Caucaia;city;22504;965;474;True;361400.0;365212.0;2303709.0;6161.90049;0.0429;Brazil;Ceará
2021-09-16;CE;Cedro;city;3873;41;437;True;25557.0;25585.0;2303808.0;15137.77604;0.0106;Brazil;Ceará
2021-09-16;CE;Chaval;city;1634;27;437;True;13069.0;13091.0;2303907.0;12481.85776;0.0165;Brazil;Ceará
2021-09-16;CE;Chorozinho;city;1973;39;454;True;20264.0;20274.0;2303956.0;9731.67604;0.0198;Brazil;Ceará
2021-09-16;CE;Choró;city;1119;18;446;True;13521.0;13565.0;2303931.0;8249.17066;0.0161;Brazil;Ceará
2021-09-16;CE;Coreaú;city;2590;70;453;True;23136.0;23239.0;2304004.0;11145.05788;0.027;Brazil;Ceará
2021-09-16;CE;Crateús;city;12729;232;465;True;75074.0;75159.0;2304103.0;16936.09548;0.0182;Brazil;Ceará
2021-09-16;CE;Crato;city;17737;227;461;True;132123.0;133031.0;2304202.0;13332.98254;0.0128;Brazil;Ceará
2021-09-16;CE;Croatá;city;1410;17;465;True;18063.0;18133.0;2304236.0;7775.87823;0.0121;Brazil;Ceará
2021-09-16;CE;Cruz;city;3749;58;442;True;24827.0;24977.0;2304251.0;15009.80902;0.0155;Brazil;Ceará
2021-09-16;CE;Deputado Irapuan Pinheiro;city;934;12;446;True;9625.0;9662.0;2304269.0;9666.73567;0.0128;Brazil;Ceará
2021-09-16;CE;Ereré;city;873;15;448;True;7198.0;7225.0;2304277.0;12083.04498;0.0172;Brazil;Ceará
2021-09-16;CE;Eusébio;city;9717;129;470;True;53618.0;54337.0;2304285.0;17882.84226;0.0133;Brazil;Ceará
2021-09-16;CE;Farias Brito;city;2643;58;468;True;19450.0;19389.0;2304301.0;13631.44051;0.0219;Brazil;Ceará
2021-09-16;CE;Forquilha;city;1773;78;455;True;24218.0;24452.0;2304350.0;7250.94062;0.044;Brazil;Ceará
2021-09-16;CE;Fortaleza;city;256441;9654;485;True;2669342.0;2686612.0;2304400.0;9545.14459;0.0376;Brazil;Ceará
2021-09-16;CE;Fortim;city;2246;28;479;True;16480.0;16631.0;2304459.0;13504.90049;0.0125;Brazil;Ceará
2021-09-16;CE;Frecheirinha;city;3098;26;444;True;14072.0;14134.0;2304509.0;21918.77742;0.0084;Brazil;Ceará
2021-09-16;CE;General Sampaio;city;540;19;442;True;7618.0;7694.0;2304608.0;7018.45594;0.0352;Brazil;Ceará
2021-09-16;CE;Granja;city;3287;88;456;True;54748.0;54962.0;2304707.0;5980.49562;0.0268;Brazil;Ceará
2021-09-16;CE;Granjeiro;city;488;4;393;True;4844.0;4814.0;2304806.0;10137.10012;0.0082;Brazil;Ceará
2021-09-16;CE;Graça;city;1400;19;458;True;14399.0;14407.0;2304657.0;9717.49844;0.0136;Brazil;Ceará
2021-09-16;CE;Groaíras;city;1814;31;453;True;11068.0;11144.0;2304905.0;16277.81766;0.0171;Brazil;Ceará
2021-09-16;CE;Guaiúba;city;1640;61;454;True;26064.0;26290.0;2304954.0;6238.11335;0.0372;Brazil;Ceará
